-0.03 0.07 -0.02 -0.09 0.0 -0.06 0.03 0.0 0.01 0.07 
0.02 0.0 -0.02 -0.02 -0.04 -0.09 0.06 0.08 0.0 0.01 
0.0 -0.08 0.04 -0.05 0.08 -0.03 0.02 -0.04 0.09 -0.07 
-0.02 -0.08 0.07 -0.01 0.07 -0.06 -0.05 -0.03 0.0 0.09 
0.02 -0.04 0.09 -0.05 0.0 0.03 0.07 0.06 -0.04 -0.07 
0.05 -0.02 0.0 -0.01 -0.09 0.07 -0.02 0.0 -0.09 -0.04 
0.0 -0.04 0.01 -0.07 0.01 0.08 -0.02 -0.03 0.03 -0.04 
0.04 0.0 0.04 -0.08 -0.07 0.06 -0.07 0.09 0.07 0.09 
-0.03 -0.07 0.06 0.08 -0.04 0.08 0.05 -0.02 -0.07 0.0 
-0.01 0.08 0.08 -0.02 0.0 -0.05 -0.02 0.07 0.06 -0.01 
0.02 -0.02 0.08 -0.03 0.0 -0.01 -0.02 -0.07 0.05 0.01 
-0.06 -0.09 0.09 -0.01 -0.06 0.06 -0.06 0.08 -0.07 -0.03 
-0.09086652012254699 -0.02000000000014634 0.0700000521049358 -0.040000000002573095 0.005199246364543203 -0.09000003771836325 0.15629786404210252 -0.030000000001082324 0.059999999967046025 -0.010009153324125148 
-8.66520122547004E-4 0.01999999999985366 -0.03999994789506421 0.0599999999974269 -0.05480075363545679 -0.06000003771836323 0.15629786404210252 -0.09000000000108228 0.04999999996704603 -0.07000915332412516 
-8.665201225358881E-4 -0.030000000000000214 0.06000005487711588 0.07999999999751858 0.0399793589502625 0.049999999999997574 0.029999542435261074 0.009999999999172317 0.03 0.009999999998086057 
-0.04086652012253589 -0.010000000000000215 -0.06999994512288413 -0.020000000002481425 0.0899793589502625 -0.08000000000000244 -4.575647389290287E-7 -0.08000000000082766 -0.05 0.07999999999808607 
-0.02 0.03 0.0 -0.03 0.0 -0.04 -0.05 0.0 0.02 -0.03 
0.05 0.03 -0.02 -0.09 0.02 0.01 0.0 -0.04 -0.07 0.09 
0.0 -0.08 0.04 0.06 -0.09 0.0 -0.06 -0.02 -0.03 0.04 
-0.07 0.0 0.09 0.0 -0.03 0.05 0.06 -0.08 0.08 -0.09 
0.07 -0.02 -0.04 0.03 0.02 0.07 0.04 0.09 0.0 0.01 
0.08 0.07 0.07 -0.08 0.0 -0.03 0.07 -0.02 0.09 -0.02 
0.04 0.01 0.07 0.06 0.06 0.0 0.02 -0.04 0.09 -0.06 
0.03 -0.03 -0.09 -0.01 0.01 0.08 0.0 0.03 0.02 0.0 
-0.06 0.0 -0.08 -0.08 -0.01 0.09 0.03 -0.01 0.0 0.08 
-0.07 -0.01 0.07 0.04 -0.04 0.03 0.08 0.0 -0.02 0.03 
0.04 -0.01 -0.07 0.01 0.09 0.01 -0.03 -0.01 -0.01 0.09 
0.01 -0.09 -0.07 0.01 -0.09 -0.02 -0.07 -0.06 0.03 0.01 
0.05 0.08 0.02 0.05 -0.01 0.06 -0.01 -0.07 -0.02 -0.09 
-0.08 -0.07 -0.07 0.04 0.02 0.01 -0.05 -0.05 0.05 -0.07 
-0.06 -0.04 -0.03 -0.03 -0.06 0.03 0.05 -0.06 0.02 -0.04 
0.0 -0.04 -0.07 -0.08 -0.01 0.09 -0.03 -0.08 0.0 -0.03 
-0.04 0.05 0.07999999991316337 -0.02 -0.030000000027665442 0.09 -0.01999991248044913 0.01 -4.392061335601542E-26 0.07 
-0.030000000003812723 -1.7704191263979972E-23 -0.05000001578429553 -0.06 0.050861208559097246 0.07 0.09000034062193472 -0.04000000832091477 0.08 -0.030000000578882816 
-0.07000000000381935 0.02 0.049999862778766904 0.02 -0.13607866595959472 0.039999999999969844 0.030097310870467547 -0.02000004210775492 -0.04 0.04999999074206794 
-0.08000000001667804 0.03179598407787052 -6.933333513889822E-6 0.08999999999995684 -0.27176813620251283 0.0899999994246813 -0.08862854124116266 0.009994242961517024 0.08999999999997686 0.029999977870337206 
0.069999999286716 0.05179598407787051 -0.020186125965162973 0.009999999997448342 -0.22377341124528607 -0.06000000008151571 0.08130029799846493 0.009873113773962598 -0.010000000965478902 -0.08000014462862064 
-0.05000079895951078 0.011546188070870373 0.05505832240388625 -0.030018548968911752 -0.27694039436663825 -9.494629909459804E-5 0.16015417556987513 0.04987312178880961 0.019999939175112853 -1.9380041613774077E-7 
0.07265919242490593 0.061546187646222134 -0.07930627123126308 0.04998130301165372 -0.35895291503333915 0.049903907916565925 0.1792549239319181 0.009807381230631702 -0.06000028228498516 0.027578556377536 
0.03889088889256692 0.009750203568351237 -0.156943247364822 0.04998130301166967 -0.23589844105273775 0.009903964341299238 0.1691416993596218 0.009927105773606228 -0.07000028134215555 -0.02029329480720006 
-0.05197519258798826 -2.4979601719636726E-4 -0.11141495760916224 -0.040018548968993886 -0.3179476697481798 -0.015744619608301074 0.34532894551160126 -0.03005915833805666 0.05538655479660448 -0.11044440630307284 
0.07797667516588862 -2.4980049028466064E-4 -0.13322443649000287 0.009999521879425552 -0.20532477069699584 0.06082269989415397 0.33315710687179395 -0.09507727584131753 0.08479673064195199 -0.00832518801301509 
-0.03860669734625471 0.1566896770757742 -0.11621178005660948 -0.01000053657829393 -0.3295218264962748 0.05628056181799901 -0.10158275813470832 -0.0851351184359151 0.06479277499529783 -0.05088183347690552 
-0.0046988560090037495 0.1204441626715002 -0.27333661770404116 0.08999963942651328 -0.3122851996943744 -0.05024503656923051 -0.0548561387742252 0.0848378484622709 0.029113255602148093 -0.08291596164980342 
